Human gene name,Human gene stable ID,Gene name
PRAMEF20,ENSG00000204478,Pramel1
PRAMEF10,ENSG00000187545,Pramel1
PRAMEF1,ENSG00000116721,Pramel1
PRAMEF11,ENSG00000239810,Pramel1
PRAMEF6,ENSG00000232423,Pramel1
PRAMEF14,ENSG00000204481,Pramel1
PRAMEF19,ENSG00000204480,Pramel1
PRAMEF33,ENSG00000237700,Pramel1
PRAMEF17,ENSG00000204479,Pramel1
,,Klra17
TRAPPC14,ENSG00000146826,Trappc14
PRAMEF15,ENSG00000204501,Pramel12
PRAMEF9,ENSG00000204505,Pramel12
PRAMEF26,ENSG00000280267,Pramel12
PRAMEF2,ENSG00000120952,Pramel12
PRAMEF13,ENSG00000279169,Pramel12
PRAMEF8,ENSG00000182330,Pramel12
PRAMEF25,ENSG00000229571,Pramel12
PRAMEF4,ENSG00000243073,Pramel12
PRAMEF7,ENSG00000204510,Pramel12
PRAMEF27,ENSG00000274764,Pramel12
PRAMEF5,ENSG00000270601,Pramel12
PRAMEF18,ENSG00000279804,Pramel12
PRAMEF12,ENSG00000116726,Pramel12
PRAMEF20,ENSG00000204478,Pramel12
PRAMEF10,ENSG00000187545,Pramel12
PRAMEF1,ENSG00000116721,Pramel12
PRAMEF11,ENSG00000239810,Pramel12
PRAMEF6,ENSG00000232423,Pramel12
PRAMEF14,ENSG00000204481,Pramel12
PRAMEF19,ENSG00000204480,Pramel12
PRAMEF33,ENSG00000237700,Pramel12
PRAMEF17,ENSG00000204479,Pramel12
FBXW5,ENSG00000159069,Fbxw5
,,Gm28175
ABHD14B,ENSG00000114779,Abhd14b
,,Gm57163
,,Gm57164
,,Gm57165
,,Gm57166
,,Gm57167
,,Gm28055
,,A330023F24Rik
,,Gm44248
RNU6-613P,ENSG00000222344,Gm23977
PLCH1,ENSG00000114805,Plch1
,,Klra5
PRAMEF15,ENSG00000204501,Oog4
PRAMEF9,ENSG00000204505,Oog4
PRAMEF26,ENSG00000280267,Oog4
PRAMEF2,ENSG00000120952,Oog4
PRAMEF13,ENSG00000279169,Oog4
PRAMEF8,ENSG00000182330,Oog4
PRAMEF25,ENSG00000229571,Oog4
PRAMEF4,ENSG00000243073,Oog4
PRAMEF7,ENSG00000204510,Oog4
PRAMEF27,ENSG00000274764,Oog4
PRAMEF5,ENSG00000270601,Oog4
PRAMEF18,ENSG00000279804,Oog4
PRAMEF12,ENSG00000116726,Oog4
PRAMEF20,ENSG00000204478,Oog4
PRAMEF10,ENSG00000187545,Oog4
PRAMEF1,ENSG00000116721,Oog4
PRAMEF11,ENSG00000239810,Oog4
PRAMEF6,ENSG00000232423,Oog4
PRAMEF14,ENSG00000204481,Oog4
PRAMEF19,ENSG00000204480,Oog4
PRAMEF33,ENSG00000237700,Oog4
PRAMEF17,ENSG00000204479,Oog4
,,Gm57168
,,Acte1
,,Gm4208
,,Pantr2
PRAMEF15,ENSG00000204501,Gm13043
PRAMEF9,ENSG00000204505,Gm13043
PRAMEF26,ENSG00000280267,Gm13043
PRAMEF2,ENSG00000120952,Gm13043
PRAMEF13,ENSG00000279169,Gm13043
PRAMEF8,ENSG00000182330,Gm13043
PRAMEF25,ENSG00000229571,Gm13043
PRAMEF4,ENSG00000243073,Gm13043
PRAMEF7,ENSG00000204510,Gm13043
PRAMEF27,ENSG00000274764,Gm13043
PRAMEF5,ENSG00000270601,Gm13043
PRAMEF18,ENSG00000279804,Gm13043
PRAMEF12,ENSG00000116726,Gm13043
PRAMEF20,ENSG00000204478,Gm13043
PRAMEF10,ENSG00000187545,Gm13043
PRAMEF1,ENSG00000116721,Gm13043
PRAMEF11,ENSG00000239810,Gm13043
PRAMEF6,ENSG00000232423,Gm13043
PRAMEF14,ENSG00000204481,Gm13043
PRAMEF19,ENSG00000204480,Gm13043
PRAMEF33,ENSG00000237700,Gm13043
PRAMEF17,ENSG00000204479,Gm13043
GAL3ST4,ENSG00000197093,Gal3st4
,,Gm57170
C17orf67,ENSG00000214226,Gm525
,,Gm32652
PRAMEF15,ENSG00000204501,Gm13040
PRAMEF9,ENSG00000204505,Gm13040
PRAMEF26,ENSG00000280267,Gm13040
PRAMEF2,ENSG00000120952,Gm13040
PRAMEF13,ENSG00000279169,Gm13040
PRAMEF8,ENSG00000182330,Gm13040
PRAMEF25,ENSG00000229571,Gm13040
PRAMEF4,ENSG00000243073,Gm13040
PRAMEF7,ENSG00000204510,Gm13040
PRAMEF27,ENSG00000274764,Gm13040
PRAMEF5,ENSG00000270601,Gm13040
PRAMEF18,ENSG00000279804,Gm13040
PRAMEF12,ENSG00000116726,Gm13040
PRAMEF20,ENSG00000204478,Gm13040
PRAMEF10,ENSG00000187545,Gm13040
PRAMEF1,ENSG00000116721,Gm13040
PRAMEF11,ENSG00000239810,Gm13040
PRAMEF6,ENSG00000232423,Gm13040
PRAMEF14,ENSG00000204481,Gm13040
PRAMEF19,ENSG00000204480,Gm13040
PRAMEF33,ENSG00000237700,Gm13040
PRAMEF17,ENSG00000204479,Gm13040
,,Gm30431
,,4732440D04Rik
PRAMEF15,ENSG00000204501,Gm13057
PRAMEF9,ENSG00000204505,Gm13057
PRAMEF26,ENSG00000280267,Gm13057
PRAMEF2,ENSG00000120952,Gm13057
PRAMEF13,ENSG00000279169,Gm13057
PRAMEF8,ENSG00000182330,Gm13057
PRAMEF25,ENSG00000229571,Gm13057
PRAMEF4,ENSG00000243073,Gm13057
PRAMEF7,ENSG00000204510,Gm13057
PRAMEF27,ENSG00000274764,Gm13057
PRAMEF5,ENSG00000270601,Gm13057
PRAMEF18,ENSG00000279804,Gm13057
PRAMEF12,ENSG00000116726,Gm13057
PRAMEF20,ENSG00000204478,Gm13057
PRAMEF10,ENSG00000187545,Gm13057
PRAMEF1,ENSG00000116721,Gm13057
PRAMEF11,ENSG00000239810,Gm13057
PRAMEF6,ENSG00000232423,Gm13057
PRAMEF14,ENSG00000204481,Gm13057
PRAMEF19,ENSG00000204480,Gm13057
PRAMEF33,ENSG00000237700,Gm13057
PRAMEF17,ENSG00000204479,Gm13057
,,Gm15854
,,Gm10522
,,Gm22534
PRAMEF15,ENSG00000204501,Pramel20
PRAMEF9,ENSG00000204505,Pramel20
PRAMEF26,ENSG00000280267,Pramel20
PRAMEF2,ENSG00000120952,Pramel20
PRAMEF13,ENSG00000279169,Pramel20
PRAMEF8,ENSG00000182330,Pramel20
PRAMEF25,ENSG00000229571,Pramel20
PRAMEF4,ENSG00000243073,Pramel20
PRAMEF7,ENSG00000204510,Pramel20
PRAMEF27,ENSG00000274764,Pramel20
PRAMEF5,ENSG00000270601,Pramel20
PRAMEF18,ENSG00000279804,Pramel20
PRAMEF12,ENSG00000116726,Pramel20
PRAMEF20,ENSG00000204478,Pramel20
PRAMEF10,ENSG00000187545,Pramel20
PRAMEF1,ENSG00000116721,Pramel20
PRAMEF11,ENSG00000239810,Pramel20
PRAMEF6,ENSG00000232423,Pramel20
PRAMEF14,ENSG00000204481,Pramel20
PRAMEF19,ENSG00000204480,Pramel20
PRAMEF33,ENSG00000237700,Pramel20
PRAMEF17,ENSG00000204479,Pramel20
,,Gm11497
,,Gm56323
NOG,ENSG00000183691,Nog
,,Gm26641
,,Gm55402
,,Klra6
,,Gm2018
,,5430414B12Rik
,,Gm28535
MPPED2,ENSG00000066382,Mpped2
,,Gm29398
MINK1,ENSG00000141503,Mink1
,,Gm13058
,,Gm43720
,,Mir6404
PRAMEF15,ENSG00000204501,Pramel21
PRAMEF9,ENSG00000204505,Pramel21
PRAMEF26,ENSG00000280267,Pramel21
PRAMEF2,ENSG00000120952,Pramel21
PRAMEF13,ENSG00000279169,Pramel21
PRAMEF8,ENSG00000182330,Pramel21
PRAMEF25,ENSG00000229571,Pramel21
PRAMEF4,ENSG00000243073,Pramel21
PRAMEF7,ENSG00000204510,Pramel21
PRAMEF27,ENSG00000274764,Pramel21
PRAMEF5,ENSG00000270601,Pramel21
PRAMEF18,ENSG00000279804,Pramel21
PRAMEF12,ENSG00000116726,Pramel21
PRAMEF20,ENSG00000204478,Pramel21
PRAMEF10,ENSG00000187545,Pramel21
PRAMEF1,ENSG00000116721,Pramel21
PRAMEF11,ENSG00000239810,Pramel21
PRAMEF6,ENSG00000232423,Pramel21
PRAMEF14,ENSG00000204481,Pramel21
PRAMEF19,ENSG00000204480,Pramel21
PRAMEF33,ENSG00000237700,Pramel21
PRAMEF17,ENSG00000204479,Pramel21
PCBP4,ENSG00000090097,Pcbp4
SLC25A22,ENSG00000177542,Slc25a22
,,Gm34102
GPC2,ENSG00000213420,Gpc2
PRAMEF15,ENSG00000204501,Pramel22
PRAMEF9,ENSG00000204505,Pramel22
PRAMEF26,ENSG00000280267,Pramel22
PRAMEF2,ENSG00000120952,Pramel22
PRAMEF13,ENSG00000279169,Pramel22
PRAMEF8,ENSG00000182330,Pramel22
PRAMEF25,ENSG00000229571,Pramel22
PRAMEF4,ENSG00000243073,Pramel22
PRAMEF7,ENSG00000204510,Pramel22
PRAMEF27,ENSG00000274764,Pramel22
PRAMEF5,ENSG00000270601,Pramel22
PRAMEF18,ENSG00000279804,Pramel22
PRAMEF12,ENSG00000116726,Pramel22
PRAMEF20,ENSG00000204478,Pramel22
PRAMEF10,ENSG00000187545,Pramel22
PRAMEF1,ENSG00000116721,Pramel22
PRAMEF11,ENSG00000239810,Pramel22
PRAMEF6,ENSG00000232423,Pramel22
PRAMEF14,ENSG00000204481,Pramel22
PRAMEF19,ENSG00000204480,Pramel22
PRAMEF33,ENSG00000237700,Pramel22
PRAMEF17,ENSG00000204479,Pramel22
,,Gm57172
,,Gm35993
,,4930558J18Rik
PRAMEF15,ENSG00000204501,Pramel23
PRAMEF9,ENSG00000204505,Pramel23
PRAMEF26,ENSG00000280267,Pramel23
PRAMEF2,ENSG00000120952,Pramel23
PRAMEF13,ENSG00000279169,Pramel23
PRAMEF8,ENSG00000182330,Pramel23
PRAMEF25,ENSG00000229571,Pramel23
PRAMEF4,ENSG00000243073,Pramel23
PRAMEF7,ENSG00000204510,Pramel23
PRAMEF27,ENSG00000274764,Pramel23
PRAMEF5,ENSG00000270601,Pramel23
PRAMEF18,ENSG00000279804,Pramel23
PRAMEF12,ENSG00000116726,Pramel23
PRAMEF20,ENSG00000204478,Pramel23
PRAMEF10,ENSG00000187545,Pramel23
PRAMEF1,ENSG00000116721,Pramel23
PRAMEF11,ENSG00000239810,Pramel23
PRAMEF6,ENSG00000232423,Pramel23
PRAMEF14,ENSG00000204481,Pramel23
PRAMEF19,ENSG00000204480,Pramel23
PRAMEF33,ENSG00000237700,Pramel23
PRAMEF17,ENSG00000204479,Pramel23
,,Klra4
,,Gm10561
RNU6-613P,ENSG00000222344,Gm24676
,,Klra11-ps
PRAMEF15,ENSG00000204501,Pramel25
PRAMEF9,ENSG00000204505,Pramel25
PRAMEF26,ENSG00000280267,Pramel25
PRAMEF2,ENSG00000120952,Pramel25
PRAMEF13,ENSG00000279169,Pramel25
PRAMEF8,ENSG00000182330,Pramel25
PRAMEF25,ENSG00000229571,Pramel25
PRAMEF4,ENSG00000243073,Pramel25
PRAMEF7,ENSG00000204510,Pramel25
PRAMEF27,ENSG00000274764,Pramel25
PRAMEF5,ENSG00000270601,Pramel25
PRAMEF18,ENSG00000279804,Pramel25
PRAMEF12,ENSG00000116726,Pramel25
PRAMEF20,ENSG00000204478,Pramel25
PRAMEF10,ENSG00000187545,Pramel25
PRAMEF1,ENSG00000116721,Pramel25
PRAMEF11,ENSG00000239810,Pramel25
PRAMEF6,ENSG00000232423,Pramel25
PRAMEF14,ENSG00000204481,Pramel25
PRAMEF19,ENSG00000204480,Pramel25
PRAMEF33,ENSG00000237700,Pramel25
PRAMEF17,ENSG00000204479,Pramel25
,,Gm36347
,,Gm43988
RNU6-613P,ENSG00000222344,Gm22621
,,G730003C15Rik
,,Klra8
,,Gm57173
,,Gm9929
,,Gm16083
,,Gm22813
,,Gm22813
,,Gm13901
,,Gm35546
KCNA4,ENSG00000182255,Kcna4
PRAMEF15,ENSG00000204501,Pramel26
PRAMEF9,ENSG00000204505,Pramel26
PRAMEF26,ENSG00000280267,Pramel26
PRAMEF2,ENSG00000120952,Pramel26
PRAMEF13,ENSG00000279169,Pramel26
PRAMEF8,ENSG00000182330,Pramel26
PRAMEF25,ENSG00000229571,Pramel26
PRAMEF4,ENSG00000243073,Pramel26
PRAMEF7,ENSG00000204510,Pramel26
PRAMEF27,ENSG00000274764,Pramel26
PRAMEF5,ENSG00000270601,Pramel26
PRAMEF18,ENSG00000279804,Pramel26
PRAMEF12,ENSG00000116726,Pramel26
PRAMEF20,ENSG00000204478,Pramel26
PRAMEF10,ENSG00000187545,Pramel26
PRAMEF1,ENSG00000116721,Pramel26
PRAMEF11,ENSG00000239810,Pramel26
PRAMEF6,ENSG00000232423,Pramel26
PRAMEF14,ENSG00000204481,Pramel26
PRAMEF19,ENSG00000204480,Pramel26
PRAMEF33,ENSG00000237700,Pramel26
PRAMEF17,ENSG00000204479,Pramel26
,,Gm23439
,,Gm23749
,,Gm57174
,,Gm13912
,,Gm13916
,,Gm13915
,,Gm13913
,,Gm29260
GARNL3,ENSG00000136895,Garnl3
PRAMEF15,ENSG00000204501,Pramel27
PRAMEF9,ENSG00000204505,Pramel27
PRAMEF26,ENSG00000280267,Pramel27
PRAMEF2,ENSG00000120952,Pramel27
PRAMEF13,ENSG00000279169,Pramel27
PRAMEF8,ENSG00000182330,Pramel27
PRAMEF25,ENSG00000229571,Pramel27
PRAMEF4,ENSG00000243073,Pramel27
PRAMEF7,ENSG00000204510,Pramel27
PRAMEF27,ENSG00000274764,Pramel27
PRAMEF5,ENSG00000270601,Pramel27
PRAMEF18,ENSG00000279804,Pramel27
PRAMEF12,ENSG00000116726,Pramel27
PRAMEF20,ENSG00000204478,Pramel27
PRAMEF10,ENSG00000187545,Pramel27
PRAMEF1,ENSG00000116721,Pramel27
PRAMEF11,ENSG00000239810,Pramel27
PRAMEF6,ENSG00000232423,Pramel27
PRAMEF14,ENSG00000204481,Pramel27
PRAMEF19,ENSG00000204480,Pramel27
PRAMEF33,ENSG00000237700,Pramel27
PRAMEF17,ENSG00000204479,Pramel27
,,B230369F24Rik
,,D830032E09Rik
RNU6-613P,ENSG00000222344,Gm24712
PRAMEF15,ENSG00000204501,Pramel11
PRAMEF9,ENSG00000204505,Pramel11
PRAMEF26,ENSG00000280267,Pramel11
PRAMEF2,ENSG00000120952,Pramel11
PRAMEF13,ENSG00000279169,Pramel11
PRAMEF8,ENSG00000182330,Pramel11
PRAMEF25,ENSG00000229571,Pramel11
PRAMEF4,ENSG00000243073,Pramel11
PRAMEF7,ENSG00000204510,Pramel11
PRAMEF27,ENSG00000274764,Pramel11
PRAMEF5,ENSG00000270601,Pramel11
PRAMEF18,ENSG00000279804,Pramel11
PRAMEF12,ENSG00000116726,Pramel11
PRAMEF20,ENSG00000204478,Pramel11
PRAMEF10,ENSG00000187545,Pramel11
PRAMEF1,ENSG00000116721,Pramel11
PRAMEF11,ENSG00000239810,Pramel11
PRAMEF6,ENSG00000232423,Pramel11
PRAMEF14,ENSG00000204481,Pramel11
PRAMEF19,ENSG00000204480,Pramel11
PRAMEF33,ENSG00000237700,Pramel11
PRAMEF17,ENSG00000204479,Pramel11
PRAMEF15,ENSG00000204501,Pramel28
PRAMEF9,ENSG00000204505,Pramel28
PRAMEF26,ENSG00000280267,Pramel28
PRAMEF2,ENSG00000120952,Pramel28
PRAMEF13,ENSG00000279169,Pramel28
PRAMEF8,ENSG00000182330,Pramel28
PRAMEF25,ENSG00000229571,Pramel28
PRAMEF4,ENSG00000243073,Pramel28
PRAMEF7,ENSG00000204510,Pramel28
PRAMEF27,ENSG00000274764,Pramel28
PRAMEF5,ENSG00000270601,Pramel28
PRAMEF18,ENSG00000279804,Pramel28
PRAMEF12,ENSG00000116726,Pramel28
PRAMEF20,ENSG00000204478,Pramel28
PRAMEF10,ENSG00000187545,Pramel28
PRAMEF1,ENSG00000116721,Pramel28
PRAMEF11,ENSG00000239810,Pramel28
PRAMEF6,ENSG00000232423,Pramel28
PRAMEF14,ENSG00000204481,Pramel28
PRAMEF19,ENSG00000204480,Pramel28
PRAMEF33,ENSG00000237700,Pramel28
PRAMEF17,ENSG00000204479,Pramel28
,,Klra14-ps
PRAMEF15,ENSG00000204501,Pramel4
PRAMEF9,ENSG00000204505,Pramel4
PRAMEF26,ENSG00000280267,Pramel4
PRAMEF2,ENSG00000120952,Pramel4
PRAMEF13,ENSG00000279169,Pramel4
PRAMEF8,ENSG00000182330,Pramel4
PRAMEF25,ENSG00000229571,Pramel4
PRAMEF4,ENSG00000243073,Pramel4
PRAMEF7,ENSG00000204510,Pramel4
PRAMEF27,ENSG00000274764,Pramel4
PRAMEF5,ENSG00000270601,Pramel4
PRAMEF18,ENSG00000279804,Pramel4
PRAMEF12,ENSG00000116726,Pramel4
PRAMEF20,ENSG00000204478,Pramel4
PRAMEF10,ENSG00000187545,Pramel4
PRAMEF1,ENSG00000116721,Pramel4
PRAMEF11,ENSG00000239810,Pramel4
PRAMEF6,ENSG00000232423,Pramel4
PRAMEF14,ENSG00000204481,Pramel4
PRAMEF19,ENSG00000204480,Pramel4
PRAMEF33,ENSG00000237700,Pramel4
PRAMEF17,ENSG00000204479,Pramel4
RNU6-613P,ENSG00000222344,Gm23552
STAG3,ENSG00000066923,Stag3
,,Klra9
,,Gm32391
PRAMEF15,ENSG00000204501,Gm13102
PRAMEF9,ENSG00000204505,Gm13102
PRAMEF26,ENSG00000280267,Gm13102
PRAMEF2,ENSG00000120952,Gm13102
PRAMEF13,ENSG00000279169,Gm13102
PRAMEF8,ENSG00000182330,Gm13102
PRAMEF25,ENSG00000229571,Gm13102
PRAMEF4,ENSG00000243073,Gm13102
PRAMEF7,ENSG00000204510,Gm13102
PRAMEF27,ENSG00000274764,Gm13102
PRAMEF5,ENSG00000270601,Gm13102
PRAMEF18,ENSG00000279804,Gm13102
PRAMEF12,ENSG00000116726,Gm13102
PRAMEF20,ENSG00000204478,Gm13102
PRAMEF10,ENSG00000187545,Gm13102
PRAMEF1,ENSG00000116721,Gm13102
PRAMEF11,ENSG00000239810,Gm13102
PRAMEF6,ENSG00000232423,Gm13102
PRAMEF14,ENSG00000204481,Gm13102
PRAMEF19,ENSG00000204480,Gm13102
PRAMEF33,ENSG00000237700,Gm13102
PRAMEF17,ENSG00000204479,Gm13102
PRAMEF15,ENSG00000204501,Oog3
PRAMEF9,ENSG00000204505,Oog3
PRAMEF26,ENSG00000280267,Oog3
PRAMEF2,ENSG00000120952,Oog3
PRAMEF13,ENSG00000279169,Oog3
PRAMEF8,ENSG00000182330,Oog3
PRAMEF25,ENSG00000229571,Oog3
PRAMEF4,ENSG00000243073,Oog3
PRAMEF7,ENSG00000204510,Oog3
PRAMEF27,ENSG00000274764,Oog3
PRAMEF5,ENSG00000270601,Oog3
PRAMEF18,ENSG00000279804,Oog3
PRAMEF12,ENSG00000116726,Oog3
PRAMEF20,ENSG00000204478,Oog3
PRAMEF10,ENSG00000187545,Oog3
PRAMEF1,ENSG00000116721,Oog3
PRAMEF11,ENSG00000239810,Oog3
PRAMEF6,ENSG00000232423,Oog3
PRAMEF14,ENSG00000204481,Oog3
PRAMEF19,ENSG00000204480,Oog3
PRAMEF33,ENSG00000237700,Oog3
PRAMEF17,ENSG00000204479,Oog3
,,Gm57176
,,Gm5532
MIR544A,ENSG00000207587,Gm55839
,,Gm44010
,,Gm17634
,,Gm17733
PRAMEF15,ENSG00000204501,Oog2
PRAMEF9,ENSG00000204505,Oog2
PRAMEF26,ENSG00000280267,Oog2
PRAMEF2,ENSG00000120952,Oog2
PRAMEF13,ENSG00000279169,Oog2
PRAMEF8,ENSG00000182330,Oog2
PRAMEF25,ENSG00000229571,Oog2
PRAMEF4,ENSG00000243073,Oog2
PRAMEF7,ENSG00000204510,Oog2
PRAMEF27,ENSG00000274764,Oog2
PRAMEF5,ENSG00000270601,Oog2
PRAMEF18,ENSG00000279804,Oog2
PRAMEF12,ENSG00000116726,Oog2
PRAMEF20,ENSG00000204478,Oog2
PRAMEF10,ENSG00000187545,Oog2
PRAMEF1,ENSG00000116721,Oog2
PRAMEF11,ENSG00000239810,Oog2
PRAMEF6,ENSG00000232423,Oog2
PRAMEF14,ENSG00000204481,Oog2
PRAMEF19,ENSG00000204480,Oog2
PRAMEF33,ENSG00000237700,Oog2
PRAMEF17,ENSG00000204479,Oog2
,,Panct2
SYN2,ENSG00000157152,Syn2
,,Gm7160
PRAMEF15,ENSG00000204501,Pramel29
PRAMEF9,ENSG00000204505,Pramel29
PRAMEF26,ENSG00000280267,Pramel29
PRAMEF2,ENSG00000120952,Pramel29
PRAMEF13,ENSG00000279169,Pramel29
PRAMEF8,ENSG00000182330,Pramel29
PRAMEF25,ENSG00000229571,Pramel29
PRAMEF4,ENSG00000243073,Pramel29
PRAMEF7,ENSG00000204510,Pramel29
PRAMEF27,ENSG00000274764,Pramel29
PRAMEF5,ENSG00000270601,Pramel29
PRAMEF18,ENSG00000279804,Pramel29
PRAMEF12,ENSG00000116726,Pramel29
PRAMEF20,ENSG00000204478,Pramel29
PRAMEF10,ENSG00000187545,Pramel29
PRAMEF1,ENSG00000116721,Pramel29
PRAMEF11,ENSG00000239810,Pramel29
PRAMEF6,ENSG00000232423,Pramel29
PRAMEF14,ENSG00000204481,Pramel29
PRAMEF19,ENSG00000204480,Pramel29
PRAMEF33,ENSG00000237700,Pramel29
PRAMEF17,ENSG00000204479,Pramel29
,,Gm57177
,,Ino80dos
,,2610203C22Rik
PRAMEF15,ENSG00000204501,Pramel5
PRAMEF9,ENSG00000204505,Pramel5
PRAMEF26,ENSG00000280267,Pramel5
PRAMEF2,ENSG00000120952,Pramel5
PRAMEF13,ENSG00000279169,Pramel5
PRAMEF8,ENSG00000182330,Pramel5
PRAMEF25,ENSG00000229571,Pramel5
PRAMEF4,ENSG00000243073,Pramel5
PRAMEF7,ENSG00000204510,Pramel5
PRAMEF27,ENSG00000274764,Pramel5
PRAMEF5,ENSG00000270601,Pramel5
PRAMEF18,ENSG00000279804,Pramel5
PRAMEF12,ENSG00000116726,Pramel5
PRAMEF20,ENSG00000204478,Pramel5
PRAMEF10,ENSG00000187545,Pramel5
PRAMEF1,ENSG00000116721,Pramel5
PRAMEF11,ENSG00000239810,Pramel5
PRAMEF6,ENSG00000232423,Pramel5
PRAMEF14,ENSG00000204481,Pramel5
PRAMEF19,ENSG00000204480,Pramel5
PRAMEF33,ENSG00000237700,Pramel5
PRAMEF17,ENSG00000204479,Pramel5
PRAMEF15,ENSG00000204501,Pramel30
PRAMEF9,ENSG00000204505,Pramel30
PRAMEF26,ENSG00000280267,Pramel30
PRAMEF2,ENSG00000120952,Pramel30
PRAMEF13,ENSG00000279169,Pramel30
PRAMEF8,ENSG00000182330,Pramel30
PRAMEF25,ENSG00000229571,Pramel30
PRAMEF4,ENSG00000243073,Pramel30
PRAMEF7,ENSG00000204510,Pramel30
PRAMEF27,ENSG00000274764,Pramel30
PRAMEF5,ENSG00000270601,Pramel30
PRAMEF18,ENSG00000279804,Pramel30
PRAMEF12,ENSG00000116726,Pramel30
PRAMEF20,ENSG00000204478,Pramel30
PRAMEF10,ENSG00000187545,Pramel30
PRAMEF1,ENSG00000116721,Pramel30
PRAMEF11,ENSG00000239810,Pramel30
PRAMEF6,ENSG00000232423,Pramel30
PRAMEF14,ENSG00000204481,Pramel30
PRAMEF19,ENSG00000204480,Pramel30
PRAMEF33,ENSG00000237700,Pramel30
PRAMEF17,ENSG00000204479,Pramel30
PRAMEF15,ENSG00000204501,Pramel31
PRAMEF9,ENSG00000204505,Pramel31
PRAMEF26,ENSG00000280267,Pramel31
PRAMEF2,ENSG00000120952,Pramel31
PRAMEF13,ENSG00000279169,Pramel31
PRAMEF8,ENSG00000182330,Pramel31
PRAMEF25,ENSG00000229571,Pramel31
PRAMEF4,ENSG00000243073,Pramel31
PRAMEF7,ENSG00000204510,Pramel31
PRAMEF27,ENSG00000274764,Pramel31
PRAMEF5,ENSG00000270601,Pramel31
PRAMEF18,ENSG00000279804,Pramel31
PRAMEF12,ENSG00000116726,Pramel31
PRAMEF20,ENSG00000204478,Pramel31
PRAMEF10,ENSG00000187545,Pramel31
PRAMEF1,ENSG00000116721,Pramel31
PRAMEF11,ENSG00000239810,Pramel31
PRAMEF6,ENSG00000232423,Pramel31
PRAMEF14,ENSG00000204481,Pramel31
PRAMEF19,ENSG00000204480,Pramel31
PRAMEF33,ENSG00000237700,Pramel31
PRAMEF17,ENSG00000204479,Pramel31
TEKT4,ENSG00000163060,Tekt4
MAFIP,ENSG00000274847,Tekt4
PRAMEF15,ENSG00000204501,Pramel15
PRAMEF9,ENSG00000204505,Pramel15
PRAMEF26,ENSG00000280267,Pramel15
PRAMEF2,ENSG00000120952,Pramel15
PRAMEF13,ENSG00000279169,Pramel15
PRAMEF8,ENSG00000182330,Pramel15
PRAMEF25,ENSG00000229571,Pramel15
PRAMEF4,ENSG00000243073,Pramel15
PRAMEF7,ENSG00000204510,Pramel15
PRAMEF27,ENSG00000274764,Pramel15
PRAMEF5,ENSG00000270601,Pramel15
PRAMEF18,ENSG00000279804,Pramel15
PRAMEF12,ENSG00000116726,Pramel15
PRAMEF20,ENSG00000204478,Pramel15
PRAMEF10,ENSG00000187545,Pramel15
PRAMEF1,ENSG00000116721,Pramel15
PRAMEF11,ENSG00000239810,Pramel15
PRAMEF6,ENSG00000232423,Pramel15
PRAMEF14,ENSG00000204481,Pramel15
PRAMEF19,ENSG00000204480,Pramel15
PRAMEF33,ENSG00000237700,Pramel15
PRAMEF17,ENSG00000204479,Pramel15
,,Gm57178
,,Gm41914
,,Gm6403
CCL27,ENSG00000213927,Ccl27b
,,Gm57179
,,Gm57181
,,Gm57182
,,Hmga2-ps1
,,Gm30788
IL11RA,ENSG00000137070,Il11ra2
SSTR5,ENSG00000162009,Sstr5
,,Gm18325
,,Gm57184
TIMP4,ENSG00000157150,Timp4
,,Gm57185
,,B230216N24Rik
,,Gm33727
,,Gm50025
,,Gm56932
,,Gm33801
AEBP2,ENSG00000139154,Aebp2
,,Rpsa-ps6
,,Gm50026
,,Cerox1
,,Gm57186
,,Platr5
,,Gm21955
,,4930578G10Rik
,,Pantr1
,,Gm12395
CCL19,ENSG00000172724,Ccl19
,,Gm48029
,,Zfp157
GPR62,ENSG00000180929,Gpr62
PARP3,ENSG00000041880,Parp3
CCL21,ENSG00000137077,Ccl21a
,,Gm5564
,,Vmn2r-ps24
,,1700123K08Rik
SPATA31F1,ENSG00000205108,Spata31f1e
SPATA31F1,ENSG00000205108,Spata31f1a
SPATA31F3,ENSG00000187791,Spata31f3
TSR3,ENSG00000007520,Tsr3
,,Zfp68
,,Gm13914
,,Rpl35a-ps4
,,Hadhb-ps
,,Gm13923
,,Gm38299
METTL15,ENSG00000169519,Mettl15
,,Gm57141
PHF24,ENSG00000122733,Phf24
BAIAP3,ENSG00000007516,Baiap3
,,Gm19705
,,Gm57188
,,Gm28609
,,Gm56417
PTPN1,ENSG00000196396,Ptpn1
,,1700016L21Rik
,,Gm34331
,,Gm57189
,,Gm56234
,,Gm15497
,,Gm42815
,,Snhg6
,,Gm38232
FAM20C,ENSG00000177706,Fam20c
,,Mir3547
UBE2I,ENSG00000103275,Ube2i
RRP9,ENSG00000114767,Rrp9
KIF18A,ENSG00000121621,Kif18a
PIDD1,ENSG00000177595,Pidd1
DNAJB5,ENSG00000137094,Dnajb5
FOXL3,ENSG00000248767,Foxl3
PDGFA,ENSG00000197461,Pdgfa
,,Gm44013
,,Rpl38-ps2
,,Gm43925
C1S,ENSG00000182326,C1s2
,,Gm35742
IQCF1,ENSG00000173389,Iqcf1
,,Gas5
